I1,I2,I3,I4,I5,I6,I7,I8,I10,Durable_Solutions,DS,DS_perc
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,33673.02698378599,0.26021323142977043
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,25120.45096386848,0.19412195177549094
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,25664.918498922183,0.1983294041311448
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,21884.158448524395,0.1691130289460952
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,34844.67971751695,0.26926734896142157
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,35760.74879630765,0.2763464064907551
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,28074.907300215073,0.21695294439071053
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,32550.976032092123,0.25154241890942003
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,36291.203638014136,0.28044557371306855
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16027.364247092031,0.12385379681030619
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,20736.251412020087,0.16024240975603588
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20855.382039352084,0.1611630090688105
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,25711.468568040335,0.1986891265853912
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,21759.792848264187,0.16815197561584383
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19361.640299822997,0.14961990172798395
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20594.627825214968,0.159147992815528
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,29904.671249518058,0.2310927124083316
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,39709.33245777661,0.30685966312837115
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,25719.334931178215,0.19874991505482978
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,29847.51239826607,0.23065100904153138
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19510.258105065317,0.1507683675124448
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,25110.464923131167,0.1940447831879833
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,29533.376201608004,0.2282234757258953
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,26738.535730574422,0.20662593800977214
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,32718.818146463458,0.2528394433489395
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,31083.94440110707,0.2402057178313696
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,14009.328879160294,0.10825913392235331
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,29013.954151017402,0.22420956600743905
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23722.680433604404,0.18332047596363554
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23925.486835685213,0.18488769204033406
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,24527.2845411335,0.18953817165647083
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,20641.259240306757,0.15950834388266016
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20083.029740583646,0.15519454393612375
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,22053.574425933144,0.17042221564198062
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,20804.515518493783,0.160769930603649
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,27432.198770205854,0.21198632040583074
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23248.59470607032,0.1796569092995581
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,35394.720266470234,0.2735178675955039
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,27623.00533364966,0.21346080597778805
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16407.03086224034,0.12678772600061375
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,23868.1913567566,0.1844449328632185
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,13776.392865956206,0.10645908687753643
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20565.411007927636,0.1589222155950218
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,24073.500056297777,0.18603148580881435
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,27089.885431199433,0.20934104410954568
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,29744.238471518587,0.22985294469720188
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,19966.978924284365,0.15429774431267917
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,28366.918301564758,0.21920950202988068
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,19290.773965224103,0.1490722717826737
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,34092.49306786337,0.26345471682594596
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,24024.283727599588,0.18565115944445654
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,37758.22806485849,0.29178221912007013
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,35843.75723163889,0.27698786629191496
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24759.265242453344,0.19133083638925077
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,29167.17987550086,0.22539364016047572
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,35709.74992342877,0.2759523052560345
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23149.25024555551,0.17888921047914458
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23325.777316520045,0.18025334918852262
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,26206.53764924771,0.20251484517801935
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,22616.992872845545,0.17477611393537767
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,28695.289154886777,0.22174703573278826
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23519.45726200343,0.1817500392396321
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,28256.352834253605,0.21835509124146443
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19129.334223365175,0.1478247226113287
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23573.354091085537,0.18216653485394163
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,24745.792094057633,0.1912267206682831
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,18591.412613693872,0.14366785484960734
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16241.916281069247,0.12551177897205018
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,32138.808990366804,0.2483573379284961
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,32574.99673100547,0.25172804236668905
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,18667.136397660077,0.1442530214439686
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,25117.988608948654,0.19410292356840628
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,21729.049722386037,0.16791440362289953
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,32949.62092509141,0.2546230055121709
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,33331.786355595184,0.2575762446629018
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,27585.16277238278,0.21316837206153885
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,34035.303501978284,0.2630127761073349
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,22452.689048513028,0.17350643214863423
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,37325.72026501081,0.288439951961518
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,34040.541061232834,0.263053250111026
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24582.291724973722,0.18996324769925746
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,28063.225215394938,0.21686266937497323
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,19543.67415557746,0.15102659492067785
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,27998.297762081027,0.21636093300171955
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,26824.894661700626,0.2072932892562755
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19337.135565563705,0.1494305378169222
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,23655.736144788334,0.1828031541996318
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,18370.98704069636,0.1419644840576955
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20048.97788477096,0.1549314032496192
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,27838.008830783554,0.21512227688697752
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,24940.756860015998,0.19273333935716436
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,26969.84279844959,0.20841339714177487
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,30234.19251157093,0.23363913606263753
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23511.656746260203,0.18168975961554779
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23063.49544419809,0.17822652773361722
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,21232.155023133662,0.16407457730033448
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,12515.279116770043,0.09671364628990356
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20298.17060316888,0.15685707635689033
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24021.129852074315,0.1856267874109487
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,22432.783409958098,0.17335260842097988
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,26843.57401495969,0.20743763668529933
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,27292.50617770509,0.2109068255056862
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,26844.500977015578,0.20744479991989925
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,22773.92629340789,0.1759888398510941
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,14134.427548192854,0.10922585214855259
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,27665.989414034953,0.2137929717335569
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20526.120042845156,0.1586185889268571
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,17649.377715270643,0.13638814265870877
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,27861.2004528014,0.21530149353151223
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,37992.0984505576,0.29358948666473705
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,16214.145124283476,0.12529717330409976
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23909.85747657831,0.18476691388634325
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,23070.79799726826,0.17828295927845547
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,30474.724030743506,0.23549787848857817
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23805.922616603733,0.18396374208402186
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,23995.71013628771,0.18543035284657042
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,21920.42524824291,0.169393285934958
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,21099.359403601553,0.1630483797655893
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,19243.08235572594,0.14870372790850464
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,31215.078239050574,0.2412190737063106
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24375.43083746854,0.1883646999945895
