I1,I2,I3,I4,I5,I6,I7,I8,I10,Durable_Solutions,DS,DS_perc
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,18546.254517114776,0.14331888906634938
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,15141.925492260136,0.117011439580619
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,15807.415154984443,0.1221541080940254
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,30048.39860125761,0.23220338649946692
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,15377.594953531385,0.11883260974438935
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,26196.948028878374,0.20244073998677262
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23332.975087864335,0.1803089710172787
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,18249.57483370591,0.14102625350505707
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,33021.2256431369,0.25517634142335005
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,31031.478553761615,0.2398002803373173
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,22307.969266944652,0.17238808891112695
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,23361.666360887735,0.18053068701776914
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,25621.551414228114,0.19799427865367092
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,16994.768725773465,0.13132955613596886
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,15284.224381321012,0.11811107501788534
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24097.150642208642,0.18621424916382953
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,19501.851826519913,0.15070340676788055
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20685.59665735282,0.1598509677450281
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,24352.61966848751,0.18818842335643332
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,19921.304298434883,0.15394478697408404
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,20573.878641169224,0.158987650466957
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16668.764476495926,0.12881031071127946
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,30812.920940280565,0.23811134447524385
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,31023.351684770445,0.23973747877087015
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,19933.764042812825,0.15404107146757295
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,23273.19938029103,0.17984704551126046
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,15277.279127682617,0.11805740455656281
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20624.14195968792,0.1593760675979869
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,21601.896314986585,0.16693180710603012
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,27339.190825761136,0.21126758793832032
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16451.208176875527,0.12712911264823076
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,21235.805109612556,0.1641027838764207
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,29362.386661242836,0.22690212909256363
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,21188.39025644457,0.1637363786771925
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,34027.83610768749,0.26295507072790164
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,21061.38894088133,0.16275495747218902
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,25471.463878195784,0.19683445530998667
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,19015.85443174042,0.14694779095636126
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,26864.39184296313,0.2075985094900737
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,18214.503519434613,0.1407552348044984
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,27085.52886803556,0.20930737813174852
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,14278.699734503713,0.1103407365283698
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,16787.90641059876,0.12973099739877625
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,22718.673831201304,0.1755618683839269
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,19951.22792119681,0.15417602613707093
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,30801.37732075677,0.23802213947029643
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,21385.118224297832,0.1652566227660996
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,18601.637430901676,0.14374686861714606
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,25894.748948843426,0.20010545248235959
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23710.58310779032,0.1832269921125028
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19734.291624524587,0.15249961923730906
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,18742.117374414534,0.14483244788716992
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,20129.464165842244,0.15555337273556438
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,19266.995528355586,0.14888852044072023
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,25987.44526895937,0.20082177682738012
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,25659.88819885278,0.19829053175306155
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,29029.104895041877,0.22432664559351462
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,16435.217739193275,0.12700554420684063
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20625.387664425834,0.15938569396319058
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,23535.854071125763,0.18187674797564546
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,28455.048140372357,0.21989053822399984
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,15910.020897064418,0.1229470089437986
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,32181.24778851813,0.2486852899362045
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,14135.967389716858,0.10923775149870735
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,24437.528604279003,0.18884456955232493
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20734.07127801913,0.1602255624522989
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,19321.999062019186,0.1493135682762342
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,22889.118679404633,0.17687900582906663
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,20529.24721414306,0.15864275459954977
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,12142.00267098966,0.09382909806619016
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,16372.507989165273,0.12652094545945752
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,18593.089004318197,0.14368080940286757
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,17341.35479737787,0.13400785059711598
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,26244.158223969716,0.2028055636608386
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23282.367316005955,0.1799178920727849
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,16151.324728114912,0.12481171952251394
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,22459.738358729912,0.1735609067223567
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,27227.499704396174,0.2104044784938862
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23421.745881065894,0.18099496028004036
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,31156.80482738852,0.2407687574112439
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,23628.12251396925,0.18258976583658376
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,25522.82549731684,0.19723135971924546
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,28752.586030116832,0.22218980570002703
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,18095.804399373566,0.13983797002714923
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,21083.33950415616,0.16292458365412382
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,20581.25768293823,0.15904467308938097
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,18725.631320467033,0.14470504949874258
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,25126.544793792695,0.19416904273577576
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,20289.579519429033,0.15679068750320913
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,17302.6023637978,0.13370838550974817
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,12887.883324523375,0.09959299969613312
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19619.99473324907,0.15161637332551442
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,14490.858575696559,0.11198022494352679
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,18415.971238239716,0.1423121060107699
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,22329.175368037493,0.1725519621528777
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,16041.34956802471,0.12396187041931755
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,20625.387664425834,0.15938569396319058
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,22671.442116036098,0.17519687841034873
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,16785.60058607102,0.12971317880314592
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24796.065807834526,0.19161521813018814
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,15482.746632636929,0.11964518469417022
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,20815.40042220614,0.16085404528600764
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,21828.014261628527,0.16867916654622228
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,22530.437405081222,0.17410724392331386
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,30015.000373438834,0.23194529681869852
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,21783.120249798398,0.16833224151641166
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,11513.073142770101,0.08896895332902666
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,31657.114693782933,0.24463497493642727
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,12076.496814411126,0.09332289199727682
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,24310.5126762188,0.1878630354271181
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,13887.652617881433,0.10731886285165596
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I10_DS_5.1.1,,17756.094010114248,0.13721280840499994
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,19098.69666912378,0.1475879664386182
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I10_DS_5.1.1,,23176.79166269145,0.17910204080041472
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,20826.884829255214,0.1609427927179131
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,26232.22898069699,0.20271337869207998
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I10_DS_5.1.1,,24529.526005386353,0.18955549289868198
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I10_DS_5.1.1,,33793.787536188654,0.2611464262264566
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I10_DS_5.1.1,,23857.621308313184,0.18436325127091158
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I10_DS_5.1.1,,20607.09245641554,0.15924431507265216
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I10_DS_5.1.1,,27223.70574778763,0.2103751601403717
