I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,Durable_Solutions,DS,DS_perc
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,220.16280975885553,0.0017013402506283486
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,459.99673918383166,0.003554691949963927
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_right,I10_DS_5.1.1,,11216.468616458369,0.08667689855517352
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I9_hlp_compensation,I10_DS_5.1.1,,258.29483752437795,0.001996011061500627
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,16513.220918790186,0.1276083251636724
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,15661.981873428289,0.12103025118120955
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,165.12501996858757,0.0012760276958950281
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,293.99156244280346,0.0022718627141291763
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I9_hlp_compensation,I10_DS_5.1.1,,395.9891844483086,0.003060064227256721
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,19222.194740196082,0.14854231581043267
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,10359.153277991794,0.08005186913075875
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,,13464.79102248534,0.10405113814610607
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,12208.809962142404,0.09434536116075234
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_hlp_right,I10_DS_5.1.1,,15517.358189933944,0.11991265055559723
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,,12797.283201155333,0.09889287401747388
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,,12153.31687548863,0.09391653023304443
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,10827.541520498125,0.0836714076475951
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,23173.272331617994,0.17907484465581106
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,14875.233827167589,0.11495054080836033
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I9_hlp_compensation,I10_DS_5.1.1,,221.84308105255826,0.0017143247923276617
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_right,I10_DS_5.1.1,,17871.962395689075,0.13810819826839102
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,467.2228881333096,0.0036105330708064904
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,12667.54709905641,0.09789031935030604
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,,9903.196785890268,0.0765283987798975
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,311.0657717479958,0.0024038061589389255
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,411.9015487753144,0.003183029345397473
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,258.98163378858084,0.0020013183798871853
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,16890.526362436955,0.13052400805653033
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,17381.40484916314,0.134317343218584
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,16864.761081910136,0.1303249030901783
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,329.31918785661264,0.002544862096456586
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,15708.446897998205,0.12138931644129512
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,14564.684723474538,0.1125507272772365
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,203.45269192231032,0.0015722103757907409
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,18046.637629274686,0.1394580266341019
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,18343.042632751796,0.14174853956612518
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,243.96965668985305,0.001885311135486775
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,10197.42679650414,0.07880210413707603
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,288.19908225980924,0.0022271004779590925
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,293.67007663491154,0.0022693783856198727
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,355.4349899105044,0.002746675769076384
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,,11315.416008350807,0.08744152896984568
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,9999.17375388092,0.07727007481026164
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I9_SDG_1.4.2,I10_DS_5.1.1,,19856.414721923833,0.1534433432993535
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,367.93234680144457,0.0028432509187499943
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,,12763.065908234115,0.09862845489156351
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,227.66641591314985,0.0017593254625228839
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_hlp_compensation,I10_DS_5.1.1,,398.7995970259334,0.0030817821006996625
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_hlp_compensation,I10_DS_5.1.1,,484.0694615400923,0.0037407174259821794
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,12274.63950199435,0.09485406853941059
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,22181.90317610334,0.17141389479168134
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,250.97839881975045,0.0019394722133951182
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,20379.1731752619,0.15748303555707144
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_right,I10_DS_5.1.1,,17274.78867111235,0.13349345113942382
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_hlp_compensation,I10_DS_5.1.1,,135.58497464912568,0.001047752683587394
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,243.1367201465894,0.00187887449676098
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,190.61175565950137,0.0014729801663670927
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_right,I10_DS_5.1.1,,12240.387093233432,0.0945893780507229
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,12944.447139898282,0.10003010483633298
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,17516.813105851874,0.1353637302883361
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,411.8795809975171,0.0031828595861878033
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_right,I10_DS_5.1.1,,16393.3917430285,0.1266823277159369
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,22171.526169387762,0.1713337049575055
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I9_hlp_right,I10_DS_5.1.1,,13469.79615756155,0.10408981605803096
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_hlp_compensation,I10_DS_5.1.1,,289.30372170439387,0.0022356367405166155
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I9_hlp_compensation,I10_DS_5.1.1,,294.2033464016395,0.002273499305586198
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,19188.76782294986,0.14828400442792575
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_hlp_right,I10_DS_5.1.1,,9733.367830496507,0.07521602073634852
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I9_SDG_1.4.2,I10_DS_5.1.1,,19477.176755416684,0.15051272655399237
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_market_dist,I9_SDG_1.4.2,I10_DS_5.1.1,,18565.6171198581,0.14346851640549999
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I9_hlp_compensation,I10_DS_5.1.1,,276.24690423268714,0.002134738277537999
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_SDG_1.4.2,I10_DS_5.1.1,,21440.45359978992,0.16568423495778373
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,16894.64829440769,0.1305558608875323
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,143.9522126417634,0.0011124117365811919
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,,13922.758345979692,0.10759014749008604
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,283.58197252472155,0.002191421088499644
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,18348.120554066958,0.14178777994433653
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,205.9007748733776,0.001591128294153473
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_ownrent,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,19474.52516540515,0.150492236005113
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_hlp_compensation,I10_DS_5.1.1,,249.31887109539423,0.001926647970655968
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,13022.081252627882,0.10063003377507317
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,344.4423025634771,0.0026617281729471596
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_right,I10_DS_5.1.1,,10059.429205848684,0.07773570761111864
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,14460.202806560163,0.11174332801255626
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,,16375.169177541644,0.12654151018110232
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_hlp_compensation,I10_DS_5.1.1,,172.07291473019106,0.0013297185668826991
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,,16602.357025540598,0.1282971374402094
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,201.71350930825542,0.0015587705882638395
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_hlp_compensation,I10_DS_5.1.1,,353.60420791247293,0.002732528133938604
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,22643.25555995304,0.17497906268369068
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,467.42632509293867,0.0036121051596086887
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,15519.32900460259,0.11992788031363842
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_market_dist,I9_hlp_compensation,I10_DS_5.1.1,,286.95383520711715,0.002217477649584755
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_compensation,I10_DS_5.1.1,,274.51145234129774,0.0021213273197150865
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_med_dist,I6_edu_dist,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,,16369.272153809843,0.1264959400693981
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_right,I10_DS_5.1.1,,18360.720325916587,0.1418851465205534
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_hlp_right,I10_DS_5.1.1,,13436.040722192618,0.10382896600377542
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,,17428.530220216035,0.1346815114025107
I1_sec_eff,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,,17635.756084655975,0.13628287951971946
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_edu_dist,I7_SDG_8.5.2,I8_SDG_1.2.1,I9_hlp_compensation,I10_DS_5.1.1,,269.07465362759285,0.0020793136640194585
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_hlp_compensation,I10_DS_5.1.1,,251.8434044825652,0.001946156670923527
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,,15097.206094807483,0.11666586390889962
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_toilet,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,14131.59847692652,0.10920399008736895
I1_sec_rep,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_water,I5_DS_2.1.8,I6_edu_satis,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,,12447.380767740126,0.0961889518863286
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_bank,I9_hlp_right,I10_DS_5.1.1,,15025.262974145413,0.11610991294210256
I1_sec_night,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_permanent,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor125,I9_hlp_right,I10_DS_5.1.1,,10873.431168659023,0.08402602660248955
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_squat,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_poor31,I9_hlp_right,I10_DS_5.1.1,,16393.02481497773,0.12667949222586233
I1_sec_easy,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_med_dist,I6_edu_satis,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,,10466.301001674792,0.08087986880638405
I1_sec_day,I2_DS_1.4.1,I3_DS_2.1.2,I4_land_tenure,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I9_hlp_right,I10_DS_5.1.1,,14969.672522538653,0.11568032961250761
I1_sec_formal,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_med_dist,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_market_dist,I9_hlp_compensation,I10_DS_5.1.1,,430.0538603373111,0.003323303982772413
