I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,DS,DS_perc,metric,I4_Index_1,I4_Index_2,I4_Index_3,I8_Index_1,I8_Index_2,I8_Index_3,cell_1,cell_2,cell_3
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,40457.017098903685,0.3126375053357785,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,37156.11052870753,0.2871292679654912,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,37761.069831848174,0.2918041792893092,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,37019.138570070296,0.286070797160671,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,39881.43244719508,0.3081895909188598,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40445.66746711734,0.31254979939938954,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,39123.55197548869,0.3023329589423167,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,36373.07723045352,0.2810782638501232,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38697.59026312831,0.2990412776303864,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,36883.09626364711,0.28501951037904066,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41622.50944113734,0.3216440175428724,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37373.106632471114,0.2888061370332819,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,40134.08850097659,0.3101420274558672,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40662.836480140715,0.3142280046487257,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,38527.54177761081,0.29772720313576034,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,39421.12823796275,0.3046325229492132,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,38037.13527894022,0.2939375153303047,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,38739.08128666881,0.29936190557143844,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,39031.54471421245,0.3016219594000652,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,35178.988273620635,0.2718507671293293,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37093.318613290816,0.2866440342730728,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,37291.144351244,0.2881727615406738,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41308.747671604186,0.31921937766750097,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41616.71720480922,0.3215992571911264,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,39428.24728798869,0.30468753644749036,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,37643.269864320784,0.29089386284441743,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,37266.26701474193,0.2879805182913904,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40555.31704902652,0.31339713254966584,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,40533.278057575255,0.3132268230260894,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,38526.26136469844,0.29771730855807205,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,39419.228278160124,0.3046178407324922,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38036.84328055385,0.2939352588701496,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40772.486062049895,0.315075337799002,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37481.16173291209,0.28964114859525864,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,41763.86577391627,0.3227363692388806,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,37255.42674469951,0.28789674852223157,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40292.33949065211,0.3113649350792375,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38880.44646716121,0.300454325639444,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,37266.835965395,0.28798491494061446,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,38899.88893866542,0.3006045701761032,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,40232.84754514697,0.31090520238602315,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,36736.53250622752,0.28388691754896916,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,40015.238531827956,0.3092235969701735,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,39205.45075345042,0.30296584370417173,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,40445.93492245677,0.3125518661995667,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,44408.13669157031,0.3431703587519065,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,37968.448630571394,0.2934067292285165,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,35635.45686888698,0.2753781948321508,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,37125.44095587733,0.28689226436446186,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,39840.79272317889,0.3078755415191501,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,38069.36583352092,0.294186581645675,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,39002.41744637492,0.3013968741860043,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37360.02720379832,0.28870506383894623,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,40089.042182683974,0.3097939254556348,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,41144.38821029666,0.31794926593791156,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37249.87071776393,0.2878538135130471,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,38888.95753312114,0.3005200961440503,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,39307.11275887492,0.303751451691178,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,38570.51596355441,0.2980592924307867,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37230.999052763014,0.28770797996696545,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,37522.135335207015,0.289957778088105,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38737.78080725673,0.2993518559269444,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,38884.982962846785,0.30048938207206827,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,38749.657193899184,0.29944363243837685,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,40587.52916717532,0.31364605639481746,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,39867.98231482509,0.30808565305759056,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,40384.55818939212,0.3120775685353548,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41696.48282623294,0.32221565767444693,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38709.7186341286,0.29913500138772736,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,37006.0644681454,0.2859697651295573,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_SDG_8.5.2,I9_SDG_1.4.2,I10_DS_5.1.1,37941.71246051791,0.2932001215716218,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,38348.96126604083,0.29634719616435323,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,38871.496302366286,0.30038516193449294,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor125,I9_SDG_1.4.2,I10_DS_5.1.1,38709.7186341286,0.29913500138772736,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_overcrowd,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,37378.89886879924,0.2888508973850279,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,37017.48598074916,0.2860580265354556,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_SDG_11.1.1,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_consume,I9_SDG_1.4.2,I10_DS_5.1.1,38984.74882340434,0.30126033732282587,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_saf,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,36635.6467778683,0.2831073083563017,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_poor31,I9_SDG_1.4.2,I10_DS_5.1.1,39636.68590569499,0.3062982762925963,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_waccess,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,36775.25891804698,0.28418618154938335,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,39818.82656049731,0.3077057947905225,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_SDG_8.5.2,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41849.874978780776,0.32340101792464543,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_sec_inc,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_temporary,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_foodtotal,I9_SDG_1.4.2,I10_DS_5.1.1,41481.10089445117,0.3205512623562741,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1_SDG_16.1.4,I2_DS_1.4.1,I3_DS_2.1.2,I4_hous_indurable,I5_DS_2.1.8,I6_SDG_4.1.2,I7_salary,I8_bank,I9_SDG_1.4.2,I10_DS_5.1.1,38840.04792547229,0.3001421400113748,1: Full composite,NA,NA,NA,NA,NA,NA,NA,NA,NA
